vpt cum_sum_220
10	0.07
20	2
30	6.14
40	12.34
50	20.16
60	26.18
70	31.61
80	37.08
90	42.07
100	46.33
110	48.59
120	51.14
130	53.73
140	55.63
150	57.35
160	58.44
170	59.44
180	60.68
190	61.35
200	62.35
210	62.69
220	63.99
230	64.79
240	65.09
250	65.75
260	65.8
270	65.87
280	66.02
290	66.35
300	66.84
310	67.01
320	67.43
330	67.44
340	67.51
350	67.53
360	67.77
370	68
380	68.05
390	68.06
400	68.06
