"RPT_YR","TPA","NO_TREE","FOR_TYP","Shap_Ar","CONBM_kgha","THA","QMDC_DOM","CONPL","Av_BA_TR","CONBA_kg_pol","Cent.x","Cent.y","est.tot.trees","est.tot.BM"
"2013","0.662739330329624","5","2116","30531.2668352962","185246.220423529","522.712473529412","42.5057","ABPRSH","1061.30437519235","58371.7406355793","-2001590.70220552","1840094.3466355",1595.90740074642,565580.178598088
"2013","1","45","2108","181935.751286299","307832.672292118","1121.62142906404","49.1345375","ABGRC","1452.74363035649","1045975.41385667","-2002983.87416596","1840495.82410188",20406.3037355578,5600576.85039355
"2013","0.25","4","2117","57763.3027775592","250280.157710937","922.0244890625","52.2897307692308","ABGRC","1493.61213703644","77667.8311258951","-2009149.13684878","1847750.65377178",5325.91797300415,1445700.85290722
"2013","1","42","2116","169661.530241153","8930.78368387097","40.1755913978495","31.97056","PIPO","921.944651107087","1161650.26039493","-2011220.50544647","1847224.08142953",681.625231490243,151521.042605827
"2013","1","51","2116","208412.598164765","22558.7712926087","120.36797","30.5435615384615","PIJE","483.451508070648","641056.699701679","-2011376.31530731","1846295.94780244",2508.62013635184,470153.213649728
"2013","1","20","2117","79985.4600399517","253318.983165556","820.100891111111","45.01565","PIJE","828.587970825479","198861.112998115","-2006538.26460012","1842037.85169506",6559.61470546966,2026183.54053497
"2013","1","43","2117","175157.011166365","103163.906655612","530.604326530612","31.2755133333333","PIJE","554.367410874041","715133.960027513","-2016690.51616293","1839010.85015273",9293.90679470442,1806988.15500429
"2013","1","88","2122","355342.618248861","89803.413961658","293.218684974093","43.570125","PIPO","1000.5384393531","4930653.42913209","-2019909.35602214","1842728.68432459",10419.3095238182,3191098.02448219
"2013","1","70","3015","283511.812503708","287821.926313016","629.169277777778","48.5380867924528","ABPRSH","1401.12611146194","5198177.8735238","-2012576.88157016","1823913.10027686",17837.6922314426,8160091.60073117
"2013","1.8803990530335","4","3020","8608.50908585313","317564.60946","1620.62151","55.4931333333333","ABPRSH","2013.69698208137","48328.7275699528","-2020746.8724966","1828104.77219323",1395.1134993564,273375.782588181
"2013","0.96460894558822","3","2108","12585.9952154009","302941.242571429","297.704707142857","50.8845375","ABPRSH","1642.95973333952","39431.0336001486","-2016340.70676744","1824022.77918489",374.691001970234,381281.702955161
"2013","1","33","2108","132206.094555277","346336.334271918","892.108201369863","54.5660928571429","PICO","1729.66676475525","799106.045316926","-2001659.68562246","1812277.38247384",11794.2141223842,4578777.41566812
"2013","1","11","2108","45553.9990795958","159896.320665217","500.113804347826","42.3050125","PICO","927.085633826113","81583.5357766979","-2000556.30390347","1811408.27881379",2278.2183782954,728391.684441407
"2013","1.39330136676684","3","3010","8713.52428434338","324221.070122222","983.059755555556","42.7818","PICO","1033.40094912701","15501.0142369051","-1995143.43200067","1803877.40622179",856.5915052994,282510.816800578
"2013","1","47","2108","189574.863849325","260273.60667907","1794.3206372093","45.8238933333333","PICO","1057.08473639745","745244.739160202","-2004463.71119906","1809778.19211282",34015.8090500988,4934133.35497575
"2013","1","117","2108","474668.583000665","331231.132346958","757.079353422053","49.3453555555556","PICO","1505.61644060158","3170828.22390692","-2005194.21601642","1813437.06360975",35936.1783907905,15722501.2236836
"2013","1","35","2108","143107.74812381","240086.77943121","759.088818471338","45.5734409090909","PICO","1376.60503046885","1059985.87346102","-1998369.72277605","1796351.31088446",10863.1491437397,3435827.83586984
"2013","0.485332373641361","4","3020","33353.2804876791","212631.998202778","1007.75080277778","42.0815916666667","ABPRSH","1188.203452262","57033.765708576","-2010431.99659918","1804362.35319618",3361.1795186731,709197.467671294
"2013","0.383316214656434","10","3020","105574.86468979","318573.407674561","841.016529824561","53.41109","ABPRSH","1720.73487537156","344146.975074312","-2014380.42865062","1813983.85189089",8879.02063381045,3363334.4409007
"2013","1","101","2108","408659.520853068","316990.328128166","890.265719868996","48.487635483871","PICO","1462.32119966756","4578527.67615914","-2013525.75109691","1816392.19805817",36381.5562513575,12954111.5607913
"2013","1.1433913541979","4","2108","14157.376237657","253758.28575625","404.030675","48.0077833333333","ABGRC","1499.98596189324","71999.3261708754","-2019372.15333027","1823610.72562473",572.001427752952,359255.152487411
"2013","2","110","2108","223066.157709846","264111.48051551","942.51970244898","53.5808577777778","ABGRC","1901.21205401762","9410999.66738722","-2022209.61221091","1826586.1059978",21024.4248591122,5891433.31656538
"2013","2","28","2108","56451.232310772","389573.991189062","717.934428125","46.8604055555556","PIJE","1238.91298417637","624412.144024891","-2012827.88274058","1797252.99279081",4052.82831859856,2199193.18788484
"2013","1","23","2108","93385.148158494","372076.441169903","770.542647572816","48.43914","ABGRC","1065.08621164262","489939.657355604","-2011494.73267581","1795937.06130154",7195.72393060256,3474641.35849366
"2013","0.397102608598123","3","2119","30572.8652081142","341342.947440541","1272.58697567568","58.5253","ABPRSH","2163.61396489146","58417.5770520694","-2000498.28987303","1791294.23096499",3890.66300729341,1043583.192184
"2013","1","4","2119","16030.2339697605","211895.800641176","468.345594117647","41.08585","PICO","772.541697864134","24721.3343316523","-1998638.16043466","1790311.37110143",750.768945241235,339673.926148778
"2013","5","162","2122","130830.591800407","169932.98934069","801.272846206897","43.291009375","PIPO","864.540074391729","4481775.74564672","-2030716.11559901","1832988.28570017",10483.1000662845,2223243.35618547
"2013","10","315","2122","127545.057069023","115524.005642657","1063.06728251748","39.87140625","PIPO","757.111621125089","7631685.1409409","-2030476.53931559","1831592.70723383",13558.8977216904,1473451.58925349
"2013","15","2453","2122","661704.162833004","197781.061563165","619.437997271487","46.0198175257732","PIPO","1050.47651518333","249951432.499236","-2029904.23693441","1837245.48315325",40988.4701411482,13087255.1765877
"2013","0.25","7","2122","112071.030748729","34731.1317","174.9766752","49.1316875","PIPO","1580.74862345187","177043.84582661","-2044367.05286758","1838900.35136089",1960.98163466496,389235.372868886
"2013","0.280953628974224","15","2122","216060.039177269","178429.326317917","844.474470416667","46.4220488888889","ABGRC","866.671329275652","585003.147261065","-2029760.95525896","1811245.78038989",18245.7187162429,3855144.72346228
"2013","0.407442068391965","20","2122","198646.952102457","47478.04589819","570.951160180996","36.925562745098","PIPO","726.324888438868","740851.386207646","-2024846.82157436","1797491.51114334",11341.7707769317,943136.910945602
"2013","1","513","3015","2074771.64965721","150262.544436179","513.902793717504","43.6931368421053","CADE27","985.294273078234","153658612.475097","-1996817.89962104","1778519.67802031",106623.094708472,31176046.7201541
"2013","0.25","8","2122","135540.917597653","55947.2799066667","151.007352","41.1775263157895","PIJE","966.036467858228","293675.086228901","-1985709.38996702","1768580.8094246",2046.76750540718,758314.565564235
"2013","2","256","3020","517901.595814887","129221.764342932","364.280493193717","41.60144","ABGRC","939.626782358152","22851723.3469503","-1994600.90244356","1775697.4742173",18866.144874926,6692415.79672197
"2013","1","480","2122","1943287.50270874","254386.690519583","601.118690555556","48.678782967033","ABGRC","1187.22347352074","103715842.646772","-2002118.17952962","1780138.00802562",116814.643900125,49434647.6542143
"2013","4","2785","2122","2818014.2884787","106248.76065236","402.601916230867","41.8432219269103","PIPO","880.623111013954","738213144.616332","-2003608.58228003","1779066.58170615",113453.795250749,29941052.5651503
"2013","0.456668962216731","8","2122","70893.4838703996","77282.0623240506","666.016827848101","33.542396","PIPO","498.078678088024","99615.7356176049","-2028283.98951042","1800497.92596429",4721.62532424641,547879.46388413
"2013","10","463","2122","187200.386475416","63432.1385783654","511.260374519231","32.5241820512821","PIPO","583.32052831968","10533018.7798685","-2029023.86974354","1802198.84141027",9570.8139699566,1187452.08568322
"2013","1.30078332368677","5","2122","15555.4648057295","141489.9371","734.285472222222","42.7252666666667","PIPO","902.067706483104","40593.0467917397","-2031599.7275374","1806159.54212075",1142.21518205112,220094.173692393
"2013","0.480268831596028","5","2122","42131.1655176093","111012.834417391","527.155415217391","46.6988352941177","PIPO","1032.24354170646","87740.7010450495","-2031758.87344219","1808739.25815383",2220.9672052028,467710.010141807
"2013","10","367","2122","148363.272586205","80276.7760790419","767.851474251497","36.524472972973","PIPO","765.165462988375","10390181.8219191","-2034558.20887105","1815429.80918202",11392.0957580094,1191012.52117566
"2013","0.850513064279828","5","2122","23790.6884149752","117726.550676923","699.42405","34.6112214285714","PIPO","487.397707916759","34117.8395541731","-2036430.52705614","1824073.21724818",1663.97796434901,280079.568532447
"2013","1.05134699232981","10","2122","38492.1159174635","96000.56554","286.4756225","43.9347222222222","PIPO","1001.17947929697","90106.1531367273","-2036464.7982931","1826924.60292456",1102.70528687975,369526.489690773
"2013","3.46776125353503","50","2122","58349.7043435721","27572.8114206349","32.2828206349206","52.9587454545455","PIPO","1670.28809588619","918658.452737405","-2045733.43397399","1835786.62912332",188.369303942419,160886.539431512
"2013","4","63","2122","63794.9172113016","62757.3410971831","805.285025352113","39.5444692307692","PIPO","798.391862245872","653882.935179369","-2047159.3831246","1836912.42563093",5137.30915238389,400359.937969621
"2013","4.55742157841903","30","2122","26639.1273439007","67980.38405","368.760593333333","39.7302846153846","PIPO","778.160079844612","303482.431139399","-2047479.53792887","1837071.12189124",982.346040521903,181093.810759522
"2013","0.581957340090764","6","2122","41723.2348875467","23706.5440954545","46.78745","42.1247555555556","PIPO","1362.70692725107","73586.1740715576","-2050431.20569556","1840183.57970672",195.212376613935,98911.3707666633
"2013","0.987330823985403","8","2122","32790.2644577138","41519.4150705882","112.675782352941","46.6754444444444","PIPO","1419.23445316911","102184.880628176","-2049928.26443075","1848083.51067378",369.466870133274,136143.260029418
"2013","1","33","3020","134381.717041714","262888.549498621","670.590266206897","48.3103435897436","ABGRC","1574.75226001566","2026706.15864015","-2023002.82523628","1825198.36118481",9011.50714043429,3532741.46722303
"2013","3","35","2122","47428.853645745","94866.96612","1109.06622727273","46.98361","CADE27","1476.8036535121","516881.278729236","-2039977.13346187","1828157.71980285",5260.17397767568,449943.145192133
"2013","15","239","2122","64348.317015748","2008.71489014085","5.56339718309859","18.8072875","NOTALY","305.679897020217","584459.963102656","-2029444.65007808","1798939.7833096",35.7995245622547,12925.7422545036
"2013","1","100","2122","403621.232710259","34390.9578813747","217.982668957871","33.3771537037037","PIPO","935.610811344675","5052298.38126125","-2031266.47428083","1801413.65450019",8798.24335542483,1388092.08141671
"2013","15","586","2122","158070.271750004","7950.2313338983","32.1785401129943","33.08611","PIPO","962.234769226128","16916087.2429953","-2030743.97558064","1800510.49315194",508.647058017942,125669.52274247
"2013","7","24","2122","14144.9942484571","86589.9703266667","526.38444","46.4719666666667","PIPO","1063.51165747022","153145.678675712","-2031472.46377619","1803520.47483952",744.570487627734,122481.463224478
"2013","1.60749594995633","15","2122","37762.3657259679","128647.53434878","678.361826829268","37.2979076923077","PIPO","697.821542507218","136075.200788908","-2031587.6343675","1803881.44323673",2561.65473992625,485803.524182267
"2013","7","143","2122","82503.0068302069","190951.00162043","644.803574193548","41.6876722222222","PIPO","906.171004401284","2332484.1653289","-2032592.36583588","1805078.70435118",5319.82336858322,1575403.17909252
"2013","1","14","2122","58373.3053099873","188190.275375758","732.932509090909","47.1325727272727","PIPO","1149.40605522534","354017.065009405","-2032895.94848735","1805638.37596288",4278.36931247787,1098528.84008797
"2013","1","12","2122","49348.8631435332","99908.7671056604","490.866324528302","36.361025","PIPO","904.458443057887","260484.031600671","-2033745.16427372","1806050.02969777",2422.36950709163,493038.407473637
"2013","1.14182756528566","8","2122","28353.5314430205","102441.139965625","455.8468125","44.3581105263158","PIPO","1121.93472598301","170534.078349417","-2033340.98897973","1806623.11658308",1292.48669314194,290456.808307422
"2013","8","87","2122","44195.9347107081","191072.390473469","624.048585714286","44.14365","PIPO","1074.36074038253","1495510.15061248","-2034437.41917199","1806550.50293211",2758.04105505383,844462.289438438
"2013","1","17","2122","67803.6589188586","205263.951893507","610.229177922078","45.7744588235294","PIPO","947.2607260867","273758.349839056","-2033783.27883144","1807606.53490372",4137.57710421641,1391764.69825243
"2013","1","6","2122","23746.9671768987","236371.594983333","506.389108333333","50.47016","PIPO","1271.4179366965","38142.5381008951","-2034433.01026188","1807506.50083325",1202.52055343307,561310.850762042
"2013","1","53","2122","216269.168717937","151289.794975519","723.152478423237","42.3366023809524","PIPO","931.714773743564","2073997.08635317","-2034617.55453059","1806612.73296143",15639.558536491,3271931.81948626
"2013","2","152","2122","308538.52271881","230205.926673178","648.352558017493","40.6444666666667","PIPO","862.490344911963","5112842.76463811","-2035107.15800164","1807360.72860746",20004.1740451679,7102739.6536857
"2013","1","82","2122","330454.75755904","218489.413476567","870.581044959128","41.93967","PIPO","887.141590070254","4364736.62314565","-2035350.68358209","1809613.18679647",28768.7648147464,7220086.61596157
"2013","2","365","2122","739280.584273009","163999.479836951","708.880743048781","42.4139081395349","PIPO","937.807891427274","29437789.7119021","-2035474.66127643","1810393.81982733",52406.1769900987,12124163.1274331
"2013","5","38","2122","30595.2555589276","107784.701066667","816.369725","38.81378125","PIPO","872.447507402057","530448.08450045","-2035862.35667728","1811261.59075275",2497.70403669464,329770.047447728
"2013","5","36","2122","29121.9877014011","78985.877678125","486.503884375","37.0500590909091","CADE27","681.306682955666","539594.892900887","-2035395.23729193","1811493.5928768",1416.79601374526,230022.575832673
"2013","5","83","2122","67281.9516014331","59969.3996918919","414.709294594595","42.8089357142857","PIPO","1222.16710431504","1420158.17521408","-2037409.97558994","1811320.07143951",2790.2450687578,403485.824763687
"2013","2","70","2122","140908.69140435","151784.17313121","997.322591719745","36.1790230769231","PIPO","738.196746200993","671759.039042904","-2036295.7602618","1812023.3025481",14053.1421307224,2138770.92118102
"2013","1.00155410166338","8","2122","32324.6016624264","36706.7708935484","244.541658064516","25.7004066666667","PIPO","461.403297772189","55368.3957326627","-2038207.61020268","1813351.22519728",790.471168680476,118653.17474479
"2013","3","30","2122","40259.3962392236","20561.7548318182","133.841122727273","26.3525125","PIAT","568.791072047896","136509.857291495","-2038276.41860244","1815952.48079483",538.836279297982,82780.3835147938
"2013","7","269","7127","155416.10070366","11741.8618807018","20.9555549707602","29.629225","PISA2","849.622899585126","4570971.19976798","-2038753.17363562","1817992.65568067",325.683064163675,182487.43884996
"2013","7","132","7127","76370.4125630637","23476.3286360465","32.4052418604651","24.6567818181818","NOTALY","572.43626012915","1662354.89941505","-2038391.76023031","1816604.89100019",247.480169008958,179289.690340094
"2013","5","86","7127","69382.926458853","27371.1560734177","127.356626582278","45.9099272727273","PIPO","1457.05980229146","1378378.57296772","-2036996.55211046","1822225.87456707",883.637545620583,189909.090893573
"2013","5","32","7127","25991.7391833993","5615.38162142857","9.39091785714286","22.7882","NOTALY","666.661427609376","234664.8225185","-2042712.58099053","1830691.31681804",24.4086287635584,14595.3534519425
"2013","2","20","7127","40651.292248478","12359.7003212766","96.146385106383","34.78495","PIPO","1042.94845410389","375461.443477399","-2043086.11074672","1831329.58841766",390.847479959428,50243.7789863822
"2013","3","99","2122","133807.368952706","20065.4022905405","33.5349256756757","35.4345956521739","PIPO","1115.00275295683","2538861.26848271","-2045149.05642997","1831392.57570162",448.722017268672,268489.868747484
"2013","5","12","7127","9668.06205476859","51159.7918272727","177.106254545455","37.907","PIPO","896.565582321933","43035.1479514528","-2046651.25212106","1834609.27900498",171.22742592331,49461.6042095116
"2013","2","11","2122","23047.9381897435","138407.746014815","1365.27322592593","34.7308","CADE27","676.504412539179","29766.1941517239","-2051128.58738384","1838505.88604975",3146.67329232525,319001.317513117
"2013","2","19","2122","37725.2664823537","75057.0078926829","702.369970731707","46.7606555555556","PIPO","1863.00829742101","318574.418858992","-2051580.09684765","1838802.5777143",2649.70943150566,283154.562411959
"2013","8","45","2122","22922.6235728988","106387.561323077","1306.19254615385","51.3065428571429","PIPO","1096.81483571972","345496.673251712","-2051824.0997532","1838681.75290829",2994.13600492108,243868.202104758
"2013","10","91","2116","36675.3193620627","45511.9990119048","174.212983333333","38.30931","PIPO","915.93560249516","833501.398270596","-2027370.53587952","1839851.52462498",638.931680076771,166916.709856749
